platform,name,handle,external_id,date_launched,scope_type,bounty_min,bounty_max,link
Immunefi,Hedera,hedera,Immunefi:hedera,2025-02-05,blockchain-dlt,3000.0,30000.0,https://immunefi.com/bug-bounty/hedera/information/
Immunefi,USDT0,usdt0,Immunefi:usdt0,2025-01-30,"smart contract,typescript,solidity",5000.0,6000000.0,https://immunefi.com/bug-bounty/usdt0/information/
Immunefi,Hibachi,hibachi,Immunefi:hibachi,2025-01-08,domain,2500.0,20000.0,https://immunefi.com/bug-bounty/hibachi/information/
Immunefi,FBTC,fbtc,Immunefi:fbtc,2024-12-19,smart contract,1000.0,100000.0,https://immunefi.com/bug-bounty/fbtc/information/
Immunefi,Compound Finance,compoundfinance,Immunefi:compoundfinance,2024-12-11,"smart contract,solidity",1000.0,1000000.0,https://immunefi.com/bug-bounty/compoundfinance/information/
Immunefi,Nucleus,nucleus,Immunefi:nucleus,2024-12-05,"smart contract,solidity",1000.0,500000.0,https://immunefi.com/bug-bounty/nucleus/information/
Immunefi,Hourglass,hourglass,Immunefi:hourglass,2024-11-26,"smart contract,domain",1000.0,50000.0,https://immunefi.com/bug-bounty/hourglass/information/
Immunefi,Starknet Staking,starknet-staking,Immunefi:starknet-staking,2024-11-19,smart contract,1000.0,100000.0,https://immunefi.com/bug-bounty/starknet-staking/information/
Immunefi,Kiln On-Chain v1,kiln-on-chain-v1,Immunefi:kiln-on-chain-v1,2024-10-01,"smart contract,solidity",5000.0,1000000.0,https://immunefi.com/bug-bounty/kiln-on-chain-v1/information/
Immunefi,Kiln DeFi,kiln-defi,Immunefi:kiln-defi,2024-09-25,"smart contract,go,typescript,solidity,python,c++",5000.0,500000.0,https://immunefi.com/bug-bounty/kiln-defi/information/
Immunefi,Stargate,stargate,Immunefi:stargate,2024-09-24,"smart contract,solidity",5000.0,10000000.0,https://immunefi.com/bug-bounty/stargate/information/
Immunefi,Firedancer,firedancer,Immunefi:firedancer,2024-09-18,"blockchain-dlt,rust,c++",5000.0,500000.0,https://immunefi.com/bug-bounty/firedancer/information/
Immunefi,Babylon Labs,babylon-labs,Immunefi:babylon-labs,2024-09-16,"domain,blockchain-dlt,go,typescript,javascript,rust",1000.0,500000.0,https://immunefi.com/bug-bounty/babylon-labs/information/
Immunefi,Light Protocol,light-protocol,Immunefi:light-protocol,2024-09-12,smart contract,0.0,50000.0,https://immunefi.com/bug-bounty/light-protocol/information/
Immunefi,StakeStone,stakestone,Immunefi:stakestone,2024-09-12,"smart contract,solidity",5000.0,300000.0,https://immunefi.com/bug-bounty/stakestone/information/
Immunefi,Velvet Capital V2,velvet-capital-v2,Immunefi:velvet-capital-v2,2024-09-05,smart contract,1000.0,10000.0,https://immunefi.com/bug-bounty/velvet-capital-v2/information/
Immunefi,Lombard Finance,lombard-finance,Immunefi:lombard-finance,2024-09-04,"smart contract,domain",1000.0,250000.0,https://immunefi.com/bug-bounty/lombard-finance/information/
Immunefi,Jito,jito,Immunefi:jito,2024-08-28,"smart contract,blockchain-dlt,rust,solidity,javascript,typescript,python",1000.0,250000.0,https://immunefi.com/bug-bounty/jito/information/
Immunefi,Kelp DAO,kelp-dao,Immunefi:kelp-dao,2024-08-02,"smart contract,domain",1000.0,250000.0,https://immunefi.com/bug-bounty/kelp-dao/information/
Immunefi,0x,0x,Immunefi:0x,2024-07-30,"smart contract,domain,solidity",1000.0,1000000.0,https://immunefi.com/bug-bounty/0x/information/
Immunefi,Avail,avail,Immunefi:avail,2024-07-23,"smart contract,domain,solidity",1000.0,250000.0,https://immunefi.com/bug-bounty/avail/information/
Immunefi,Vesu,vesu,Immunefi:vesu,2024-07-10,"smart contract,cairo",1000.0,100000.0,https://immunefi.com/bug-bounty/vesu/information/
Immunefi,Xterio,xterio,Immunefi:xterio,2024-07-08,"smart contract,domain,solidity",1000.0,80000.0,https://immunefi.com/bug-bounty/xterio/information/
Immunefi,Neutron,neutron,Immunefi:neutron,2024-07-02,"smart contract,blockchain-dlt,go,rust",1000.0,100000.0,https://immunefi.com/bug-bounty/neutron/information/
Immunefi,Pyth Network,pythnetwork,Immunefi:pythnetwork,2024-06-24,"smart contract,domain",1000.0,250000.0,https://immunefi.com/bug-bounty/pythnetwork/information/
Immunefi,TermMax,termstructurelabs,Immunefi:termstructurelabs,2024-06-12,"smart contract,domain,solidity",1500.0,50000.0,https://immunefi.com/bug-bounty/termstructurelabs/information/
Immunefi,Arkadiko,arkadiko,Immunefi:arkadiko,2024-06-03,"smart contract,domain,clarity",1000.0,100000.0,https://immunefi.com/bug-bounty/arkadiko/information/
Immunefi,ENS,ens,Immunefi:ens,2024-05-10,"smart contract,domain,solidity",1000.0,250000.0,https://immunefi.com/bug-bounty/ens/information/
Immunefi,Polymarket,polymarket,Immunefi:polymarket,2024-04-22,"smart contract,domain",1000.0,1000000.0,https://immunefi.com/bug-bounty/polymarket/information/
Immunefi,Ethena,ethena,Immunefi:ethena,2024-04-04,"smart contract,domain",2500.0,3000000.0,https://immunefi.com/bug-bounty/ethena/information/
Immunefi,Cardano Foundation,cardanofoundation,Immunefi:cardanofoundation,2024-03-28,domain,1000.0,10000.0,https://immunefi.com/bug-bounty/cardanofoundation/information/
Immunefi,Ether.fi,etherfi,Immunefi:etherfi,2024-03-27,"smart contract,domain,solidity",1000.0,300000.0,https://immunefi.com/bug-bounty/etherfi/information/
Immunefi,Zest Protocol,zestprotocol,Immunefi:zestprotocol,2024-03-11,"smart contract,domain,clarity",1000.0,100000.0,https://immunefi.com/bug-bounty/zestprotocol/information/
Immunefi,Orderly Network,orderlynetwork,Immunefi:orderlynetwork,2024-02-27,"smart contract,domain,solidity",1000.0,100000.0,https://immunefi.com/bug-bounty/orderlynetwork/information/
Immunefi,Aspida,aspida,Immunefi:aspida,2024-02-21,"smart contract,domain",1000.0,50000.0,https://immunefi.com/bug-bounty/aspida/information/
Immunefi,Oasis,oasis,Immunefi:oasis,2024-02-20,"domain,blockchain-dlt",1000.0,100000.0,https://immunefi.com/bug-bounty/oasis/information/
Immunefi,Segment Finance,segmentfinance,Immunefi:segmentfinance,2024-02-16,"smart contract,solidity",5000.0,100000.0,https://immunefi.com/bug-bounty/segmentfinance/information/
Immunefi,StackingDAO,stackingdao,Immunefi:stackingdao,2024-02-04,"smart contract,domain,clarity",0.0,100000.0,https://immunefi.com/bug-bounty/stackingdao/information/
Immunefi,DeXe Protocol,dexeprotocol,Immunefi:dexeprotocol,2024-01-23,"smart contract,python,typescript,go",1000.0,500000.0,https://immunefi.com/bug-bounty/dexeprotocol/information/
Immunefi,NFTfi (Testnet Refi),nftfitestnetrefi,Immunefi:nftfitestnetrefi,2024-01-17,"smart contract,solidity",20000.0,20000.0,https://immunefi.com/bug-bounty/nftfitestnetrefi/information/
Immunefi,Ensuro,ensuro,Immunefi:ensuro,2024-01-11,"smart contract,solidity",1000.0,30000.0,https://immunefi.com/bug-bounty/ensuro/information/
Immunefi,Teahouse Finance,teahousefinance,Immunefi:teahousefinance,2024-01-10,"smart contract,solidity",5000.0,15000.0,https://immunefi.com/bug-bounty/teahousefinance/information/
Immunefi,GoGoPool,gogopool,Immunefi:gogopool,2024-01-08,smart contract,5000.0,50000.0,https://immunefi.com/bug-bounty/gogopool/information/
Immunefi,Wildcat Protocol,wildcatprotocol,Immunefi:wildcatprotocol,2023-12-27,"smart contract,solidity",2000.0,10000.0,https://immunefi.com/bug-bounty/wildcatprotocol/information/
Immunefi,Coreum,coreum,Immunefi:coreum,2023-12-20,"blockchain-dlt,go,rust",1000.0,25000.0,https://immunefi.com/bug-bounty/coreum/information/
Immunefi,Velvet Capital,velvetcapital,Immunefi:velvetcapital,2023-12-15,smart contract,1000.0,51000.0,https://immunefi.com/bug-bounty/velvetcapital/information/
Immunefi,Renzo Protocol,renzoprotocol,Immunefi:renzoprotocol,2023-12-14,"smart contract,domain,javascript,solidity",0.0,500000.0,https://immunefi.com/bug-bounty/renzoprotocol/information/
Immunefi,Uniswap on zkSync,uniswaponzksync,Immunefi:uniswaponzksync,2023-12-11,"smart contract,solidity",2000.0,20000.0,https://immunefi.com/bug-bounty/uniswaponzksync/information/
Immunefi,Ava Labs,avalabs,Immunefi:avalabs,2023-12-04,"domain,go,javascript,solidity",1000.0,10000.0,https://immunefi.com/bug-bounty/avalabs/information/
Sherlock,Rain,1240,Sherlock:1240,2026-03-02,"smart contract,solidity",0.0,17500.0,https://app.sherlock.xyz/audits/contests/1240
